83	9	12746145	0	35	25
84	9	12556392	0	34	23
85	10	12084507	0	31	24
86	10	11931677	0	34	24
87	10	11848730	0	33	23
88	10	11656106	0	32	21
89	11	11245589	0	32	22
90	12	10902036	0	31	23
91	12	10860982	0	30	21
92	12	10688391	0	29	21
93	12	10550467	0	29	21
94	12	10414666	0	28	19
95	11	10520615	0	27	20
96	11	10436528	0	27	20
97	9	10950496	0	28	20
98	8	11255274	0	27	20
99	8	11058481	0	25	19
100	8	10907315	0	25	18
101	8	10836033	0	25	18
102	5	13031016	0	25	19
103	5	12855027	0	25	17
104	4	14094366	0	24	17
105	4	13878845	0	24	17
106	6	11491861	0	24	17
107	6	11401508	0	23	16
108	6	11243355	0	24	16
109	6	11099514	0	23	15
110	6	11083163	0	22	16
111	6	10913564	0	22	15
112	6	10803405	0	21	16
113	6	10747608	0	21	15
114	6	10548827	0	21	15
115	6	10433675	0	20	14
116	6	10356997	0	22	15
117	6	10258933	0	21	14
118	6	10187496	0	21	14
119	6	10074666	0	21	13
120	6	10029518	0	20	14
121	6	9900996	0	19	14
122	6	9875500	0	21	13
123	6	9777995	0	19	14
124	6	9669838	0	18	13
125	6	9571867	0	19	12
126	6	9506477	0	19	12
127	6	9461221	0	17	11
128	6	9319501	0	17	12
129	5	9781837	0	18	11
130	5	9659033	0	16	12
131	5	9577276	0	18	11
132	5	9503056	0	17	11
133	5	9307301	0	17	11
134	5	9330306	0	17	11
135	5	9211145	0	17	11
136	10	7495647	0	17	11
137	10	7412846	0	17	11
138	9	7530205	0	16	11
139	9	7441566	0	15	10
140	9	7399990	0	16	10
141	9	7302935	0	16	10
142	9	7232981	0	16	11
143	9	7172240	0	15	10
144	9	7097264	0	15	10
145	9	7022836	0	14	9
146	9	7017655	0	15	9
147	9	6957811	0	15	10
148	9	6879938	0	16	10
149	9	6778894	0	16	9
150	9	6728492	0	15	10
151	9	6654135	0	14	9
152	11	6381246	0	15	10
153	11	6345242	0	14	9
154	10	6426739	0	13	9
155	10	6400380	0	13	9
156	10	6352215	0	16	9
157	10	6308385	0	13	9
158	10	6310061	0	15	8
159	10	6279163	0	14	8
160	10	6232014	0	14	9
161	10	6184480	0	14	9
162	10	6132249	0	14	9
163	10	6144002	0	14	8
164	9	6226800	0	14	9
165	8	6362261	0	13	8
166	8	6323150	0	14	9
167	8	6274222	0	13	9
168	8	6223482	0	13	8
169	8	6201022	0	13	8
170	8	6146535	0	13	8
171	8	6104926	0	13	8
172	9	5876291	0	12	8
173	9	5797434	0	12	8
174	9	5777318	0	14	8
175	9	5794528	0	13	8
176	9	5758110	0	12	8
177	9	5733947	0	13	8
178	8	5872077	0	13	7
179	8	5837175	0	12	8
180	8	5797790	0	12	7
181	8	5739686	0	12	8
182	8	5774332	0	12	7
183	8	5734628	0	12	8
184	8	5714975	0	12	8
185	8	5695904	0	12	7
186	5	6536049	0	11	7
187	5	6495206	0	12	7
188	5	6418633	0	12	7
189	5	6371954	0	11	7
190	5	6325690	0	10	7
191	5	6295210	0	11	7
192	5	6235130	0	10	6
193	5	6184453	0	11	6
194	5	6200418	0	11	7
195	5	6130709	0	11	9
196	5	6139629	0	10	7
197	5	6089185	0	11	6
198	5	6021448	0	10	6
199	5	5964154	0	10	6
200	5	5948801	0	10	6
201	5	5881903	0	10	6
202	5	5832183	0	10	6
203	5	5799378	0	10	6
204	5	5690068	0	10	6
205	5	5683164	0	10	6
206	5	5653785	0	9	6
207	5	5608839	0	10	6
208	5	5570166	0	10	6
209	5	5532656	0	10	6
210	5	5486185	0	9	6
211	5	5453620	0	9	6
212	5	5423170	0	10	6
213	5	5395655	0	9	6
214	5	5343295	0	9	5
215	5	5337681	0	10	6
216	5	5346261	0	10	5
217	5	5329348	0	10	5
218	5	5269390	0	9	6
219	5	5233976	0	10	5
220	5	5204219	0	10	5
221	5	5175484	0	9	6
222	2	10318847	0	10	6
223	2	10234022	0	9	6
224	2	10104513	0	9	6
225	2	10037062	0	9	6
226	2	9957290	0	9	5
227	2	9872908	0	9	6
228	2	9817177	0	8	5
229	2	9778511	0	9	5
230	2	9703334	0	9	6
231	2	9622020	0	9	6
232	2	9538592	0	8	5
233	2	9522111	0	9	6
234	2	9477753	0	9	6
235	2	9403850	0	8	6
236	2	9332654	0	9	5
237	2	9267238	0	8	6
238	2	9239545	0	8	5
239	2	9197880	0	9	6
240	2	9278420	0	9	5
241	2	9236125	0	9	5
242	2	9169880	0	7	5
243	2	9062402	0	7	5
244	2	8992360	0	8	5
245	4	5060738	0	8	5
246	3	5813055	0	8	5
247	3	5764465	0	8	5
248	3	5714742	0	8	5
249	3	5729548	0	8	5
250	3	5670271	0	7	5
251	3	5600488	0	8	5
252	3	5571018	0	8	4
253	3	5519377	0	7	5
254	3	5480714	0	8	4
255	3	5441947	0	7	5
256	3	5423998	0	7	4
